TEAM_ID,MISSION_TIME,PACKET_COUNT,PACKET_TYPE,MODE,TP_RELEASED,ALTITUDE,TEMP,VOLTAGE,GPS_TIME,GPS_LATITUDE,GPS_LONGITUDE,GPS_ALTITUDE,GPS_SATS,SOFTWARE_STATE,CMD_ECHO1022,12:05,1,C,F,N,2,0.66,7.23,23.00,7646.00,8370.00,1.10,NIL,NIL
1022,12:05,3,C,F,N,6,0.65,7.23,2.00,6852.00,2465.00,3.30,NIL,NIL
1022,12:05,5,C,F,N,10,-0.85,7.23,22.00,3830.00,8476.00,5.50,NIL,NIL
1022,12:05,7,C,F,N,14,-0.40,7.23,19.00,3837.00,7452.00,7.70,NIL,NIL
1022,12:05,9,C,F,N,18,0.96,7.23,2.00,3040.00,3138.00,9.90,NIL,NIL
1022,12:05,11,C,F,N,22,0.12,7.23,6.00,7102.00,4116.00,12.10,NIL,NIL
1022,12:05,13,C,F,N,26,-1.00,7.23,19.00,5527.00,7217.00,14.30,NIL,NIL
1022,12:05,17,C,F,N,34,0.95,7.23,18.00,2825.00,4493.00,18.70,NIL,NIL
1022,12:05,18,C,F,N,36,-0.39,7.23,12.00,1563.00,8982.00,19.80,NIL,NIL
1022,12:05,19,C,F,N,38,-0.44,7.23,11.00,5750.00,3204.00,20.90,NIL,NIL
1022,12:05,21,C,F,N,42,-0.82,7.23,16.00,8779.00,7359.00,23.10,NIL,NIL
1022,12:05,1,C,F,N,2,0.66,7.23,3.00,3031.00,6747.00,1.10,NIL,NIL
1022,12:05,3,C,F,N,6,0.65,7.23,13.00,1851.00,6871.00,3.30,NIL,NIL
1022,12:05,5,C,F,N,10,-0.85,7.23,18.00,7083.00,6031.00,5.50,NIL,NIL
1022,12:05,7,C,F,N,14,-0.40,7.23,5.00,5087.00,3981.00,7.70,NIL,NIL
1022,12:05,9,C,F,N,18,0.96,7.23,6.00,5973.00,4050.00,9.90,NIL,NIL
1022,12:05,11,C,F,N,22,0.12,7.23,5.00,7588.00,7019.00,12.10,NIL,NIL
1022,12:05,13,C,F,N,26,-1.00,7.23,11.00,4064.00,2084.00,14.30,NIL,NIL
1022,12:05,15,C,F,N,30,0.17,7.23,8.00,3643.00,7311.00,16.50,NIL,NIL
1022,12:05,21,C,F,N,42,-0.82,7.23,17.00,4138.00,8555.00,23.10,NIL,NIL
1022,12:05,22,C,F,N,44,0.11,7.23,14.00,2102.00,5586.00,24.20,NIL,NIL
1022,12:05,24,C,F,N,48,-1.00,7.23,9.00,4414.00,5180.00,26.40,NIL,NIL
1022,12:05,27,C,F,N,54,-0.86,7.23,16.00,8455.00,6533.00,29.70,NIL,NIL
1022,12:05,28,C,F,N,56,0.95,7.23,0.00,5505.00,2678.00,30.80,NIL,NIL
1022,12:05,29,C,F,N,58,-0.37,7.23,13.00,1664.00,3162.00,31.90,NIL,NIL
1022,12:05,31,C,F,N,62,0.97,7.23,7.00,4226.00,7132.00,34.10,NIL,NIL
1022,12:05,34,C,F,N,68,0.70,7.23,7.00,5908.00,1946.00,37.40,NIL,NIL
1022,12:05,35,C,F,N,70,-1.00,7.23,23.00,1494.00,6386.00,38.50,NIL,NIL
1022,12:05,36,C,F,N,72,0.61,7.23,17.00,3857.00,4590.00,39.60,NIL,NIL
1022,12:05,38,C,F,N,76,-0.87,7.23,11.00,7962.00,8664.00,41.80,NIL,NIL
1022,12:05,40,C,F,N,80,-0.35,7.23,8.00,3579.00,8456.00,44.00,NIL,NIL
1022,12:05,41,C,F,N,82,-0.48,7.23,16.00,6440.00,6806.00,45.10,NIL,NIL
1022,12:05,42,C,F,N,84,0.98,7.23,10.00,4886.00,3971.00,46.20,NIL,NIL
1022,12:05,43,C,F,N,86,-0.80,7.23,17.00,8156.00,2403.00,47.30,NIL,NIL
1022,12:05,45,C,F,N,90,0.71,7.23,13.00,4682.00,7397.00,49.50,NIL,NIL
1022,12:05,46,C,F,N,92,-1.00,7.23,21.00,6900.00,8729.00,50.60,NIL,NIL
1022,12:05,47,C,F,N,94,0.59,7.23,19.00,5679.00,3177.00,51.70,NIL,NIL
1022,12:05,50,C,F,N,100,0.93,7.23,21.00,8419.00,8616.00,55.00,NIL,NIL
1022,12:05,51,C,F,N,102,-0.34,7.23,21.00,8588.00,4825.00,56.10,NIL,NIL
1022,12:05,53,C,F,N,106,0.98,7.23,1.00,1515.00,2783.00,58.30,NIL,NIL
1022,12:05,54,C,F,N,108,-0.79,7.23,22.00,2064.00,3410.00,59.40,NIL,NIL
1022,12:05,55,C,F,N,110,0.05,7.23,1.00,6704.00,1807.00,60.50,NIL,NIL
1022,12:05,1,C,F,N,2,0.66,7.23,3.00,3031.00,6747.00,1.10,NIL,NIL
1022,12:05,3,C,F,N,6,0.65,7.23,13.00,1851.00,6871.00,3.30,NIL,NIL
1022,12:05,5,C,F,N,10,-0.85,7.23,18.00,7083.00,6031.00,5.50,NIL,NIL
1022,12:05,7,C,F,N,14,-0.40,7.23,5.00,5087.00,3981.00,7.70,NIL,NIL
1022,12:05,9,C,F,N,18,0.96,7.23,6.00,5973.00,4050.00,9.90,NIL,NIL
1022,12:05,13,C,F,N,26,-1.00,7.23,11.00,4064.00,2084.00,14.30,NIL,NIL
1022,12:05,15,C,F,N,30,0.17,7.23,8.00,3643.00,7311.00,16.50,NIL,NIL
1022,12:05,16,C,F,N,32,-0.86,7.23,8.00,3088.00,5781.00,17.60,NIL,NIL
1022,12:05,17,C,F,N,34,0.95,7.23,2.00,1270.00,5007.00,18.70,NIL,NIL
1022,12:05,19,C,F,N,38,-0.44,7.23,0.00,5979.00,5758.00,20.90,NIL,NIL
1022,12:05,21,C,F,N,42,-0.82,7.23,17.00,4138.00,8555.00,23.10,NIL,NIL
1022,12:05,22,C,F,N,44,0.11,7.23,14.00,2102.00,5586.00,24.20,NIL,NIL
1022,12:05,23,C,F,N,46,0.68,7.23,17.00,7806.00,8949.00,25.30,NIL,NIL
1022,12:05,24,C,F,N,48,-1.00,7.23,9.00,4414.00,5180.00,26.40,NIL,NIL
1022,12:05,25,C,F,N,50,0.62,7.23,6.00,3938.00,8767.00,27.50,NIL,NIL
1022,12:05,27,C,F,N,54,-0.86,7.23,16.00,8455.00,6533.00,29.70,NIL,NIL
1022,12:05,29,C,F,N,58,-0.37,7.23,13.00,1664.00,3162.00,31.90,NIL,NIL
1022,12:05,34,C,F,N,68,0.70,7.23,7.00,5908.00,1946.00,37.40,NIL,NIL
1022,12:05,36,C,F,N,72,0.61,7.23,17.00,3857.00,4590.00,39.60,NIL,NIL
1022,12:05,37,C,F,N,74,0.20,7.23,17.00,8769.00,4588.00,40.70,NIL,NIL
1022,12:05,38,C,F,N,76,-0.87,7.23,11.00,7962.00,8664.00,41.80,NIL,NIL
1022,12:05,39,C,F,N,78,0.94,7.23,20.00,3735.00,2921.00,42.90,NIL,NIL
1022,12:05,41,C,F,N,82,-0.48,7.23,16.00,6440.00,6806.00,45.10,NIL,NIL
1022,12:05,43,C,F,N,86,-0.80,7.23,17.00,8156.00,2403.00,47.30,NIL,NIL
1022,12:05,44,C,F,N,88,0.07,7.23,9.00,1527.00,7126.00,48.40,NIL,NIL
1022,12:05,47,C,F,N,94,0.59,7.23,19.00,5679.00,3177.00,51.70,NIL,NIL
1022,12:05,49,C,F,N,98,-0.88,7.23,12.00,2473.00,3550.00,53.90,NIL,NIL
1022,12:05,51,C,F,N,102,-0.34,7.23,21.00,8588.00,4825.00,56.10,NIL,NIL
1022,12:05,52,C,F,N,104,-0.49,7.23,20.00,1346.00,8683.00,57.20,NIL,NIL
1022,12:05,53,C,F,N,106,0.98,7.23,1.00,1515.00,2783.00,58.30,NIL,NIL
1022,12:05,55,C,F,N,110,0.05,7.23,1.00,6704.00,1807.00,60.50,NIL,NIL
1022,12:05,58,C,F,N,116,0.58,7.23,19.00,8263.00,3759.00,63.80,NIL,NIL
1022,12:05,60,C,F,N,120,-0.89,7.23,9.00,8816.00,7057.00,66.00,NIL,NIL
1022,12:05,62,C,F,N,124,-0.32,7.23,7.00,2813.00,4737.00,68.20,NIL,NIL
1022,12:05,63,C,F,N,126,-0.51,7.23,9.00,6920.00,6526.00,69.30,NIL,NIL
1022,12:05,64,C,F,N,128,0.98,7.23,0.00,7624.00,4856.00,70.40,NIL,NIL
1022,12:05,65,C,F,N,130,-0.78,7.23,7.00,1301.00,4720.00,71.50,NIL,NIL
1022,12:05,67,C,F,N,134,0.73,7.23,22.00,3256.00,2261.00,73.70,NIL,NIL
1022,12:05,69,C,F,N,138,0.57,7.23,3.00,2805.00,6591.00,75.90,NIL,NIL
1022,12:05,70,C,F,N,140,0.25,7.23,4.00,3368.00,6443.00,77.00,NIL,NIL
1022,12:05,71,C,F,N,142,-0.90,7.23,0.00,7873.00,4825.00,78.10,NIL,NIL
1022,12:05,74,C,F,N,148,-0.52,7.23,16.00,4857.00,3371.00,81.40,NIL,NIL
1022,12:05,77,C,F,N,154,0.02,7.23,8.00,7977.00,3397.00,84.70,NIL,NIL
1022,12:05,79,C,F,N,158,-0.99,7.23,0.00,3652.00,8226.00,86.90,NIL,NIL
1022,12:05,81,C,F,N,162,0.27,7.23,23.00,7478.00,4790.00,89.10,NIL,NIL
1022,12:05,85,C,F,N,170,-0.54,7.23,8.00,5072.00,1229.00,93.50,NIL,NIL
1022,12:05,86,C,F,N,172,0.99,7.23,11.00,4882.00,2841.00,94.60,NIL,NIL
1022,12:05,88,C,F,N,176,-0.00,7.23,1.00,8129.00,5757.00,96.80,NIL,NIL
1022,12:05,92,C,F,N,184,0.29,7.23,6.00,6589.00,6933.00,101.20,NIL,NIL
1022,12:05,94,C,F,N,188,0.91,7.23,20.00,4339.00,8518.00,103.40,NIL,NIL
1022,12:05,95,C,F,N,190,-0.27,7.23,10.00,6641.00,8118.00,104.50,NIL,NIL
1022,12:05,97,C,F,N,194,0.99,7.23,19.00,2272.00,3282.00,106.70,NIL,NIL
1022,12:05,0,C,F,N,0,0.14,7.23,13.00,8169.00,4751.00,0.00,NIL,NIL
1022,12:05,2,C,F,N,4,-1.00,7.23,9.00,2482.00,6294.00,2.20,NIL,NIL
1022,12:05,4,C,F,N,8,0.15,7.23,15.00,8750.00,7032.00,4.40,NIL,NIL
1022,12:05,6,C,F,N,12,0.96,7.23,19.00,4118.00,4573.00,6.60,NIL,NIL
1022,12:05,8,C,F,N,16,-0.43,7.23,10.00,1706.00,3201.00,8.80,NIL,NIL
1022,12:05,10,C,F,N,20,-0.83,7.23,10.00,5489.00,3643.00,11.00,NIL,NIL
1022,12:05,12,C,F,N,24,0.67,7.23,17.00,6290.00,6933.00,13.20,NIL,NIL
1022,12:05,14,C,F,N,28,0.64,7.23,7.00,5910.00,4753.00,15.40,NIL,NIL
1022,12:05,16,C,F,N,32,-0.86,7.23,11.00,7213.00,2553.00,17.60,NIL,NIL
1022,12:05,18,C,F,N,36,-0.39,7.23,5.00,6553.00,6698.00,19.80,NIL,NIL
1022,12:05,20,C,F,N,40,0.97,7.23,19.00,4310.00,5520.00,22.00,NIL,NIL
1022,12:05,22,C,F,N,44,0.11,7.23,11.00,2707.00,3802.00,24.20,NIL,NIL
1022,12:05,24,C,F,N,48,-1.00,7.23,23.00,1807.00,6977.00,26.40,NIL,NIL
1022,12:05,26,C,F,N,52,0.18,7.23,10.00,8092.00,5255.00,28.60,NIL,NIL
1022,12:05,28,C,F,N,56,0.95,7.23,16.00,1754.00,5893.00,30.80,NIL,NIL
1022,12:05,30,C,F,N,60,-0.46,7.23,5.00,4662.00,2140.00,33.00,NIL,NIL
1022,12:05,32,C,F,N,64,-0.81,7.23,0.00,2747.00,4756.00,35.20,NIL,NIL
1022,12:05,34,C,F,N,68,0.70,7.23,6.00,4641.00,6113.00,37.40,NIL,NIL
1022,12:05,36,C,F,N,72,0.61,7.23,0.00,2169.00,2557.00,39.60,NIL,NIL
1022,12:05,0,C,F,N,0,0.14,7.23,4.00,6675.00,3348.00,0.00,NIL,NIL
1022,12:05,2,C,F,N,4,-1.00,7.23,11.00,5240.00,5533.00,2.20,NIL,NIL
1022,12:05,4,C,F,N,8,0.15,7.23,14.00,2816.00,3457.00,4.40,NIL,NIL
1022,12:05,6,C,F,N,12,0.96,7.23,10.00,5460.00,2089.00,6.60,NIL,NIL
1022,12:05,8,C,F,N,16,-0.43,7.23,23.00,5273.00,1850.00,8.80,NIL,NIL
1022,12:05,10,C,F,N,20,-0.83,7.23,22.00,6591.00,3053.00,11.00,NIL,NIL
1022,12:05,12,C,F,N,24,0.67,7.23,6.00,1609.00,8102.00,13.20,NIL,NIL
1022,12:05,14,C,F,N,28,0.64,7.23,11.00,1329.00,2713.00,15.40,NIL,NIL
1022,12:05,16,C,F,N,32,-0.86,7.23,14.00,4865.00,4816.00,17.60,NIL,NIL
1022,12:05,18,C,F,N,36,-0.39,7.23,6.00,3312.00,5312.00,19.80,NIL,NIL
1022,12:05,0,C,F,N,0,0.14,7.23,4.00,6675.00,3348.00,0.00,NIL,NIL
1022,12:05,2,C,F,N,4,-1.00,7.23,11.00,5240.00,5533.00,2.20,NIL,NIL
1022,12:05,4,C,F,N,8,0.15,7.23,14.00,2816.00,3457.00,4.40,NIL,NIL
1022,12:05,6,C,F,N,12,0.96,7.23,10.00,5460.00,2089.00,6.60,NIL,NIL
1022,12:05,8,C,F,N,16,-0.43,7.23,23.00,5273.00,1850.00,8.80,NIL,NIL
1022,12:05,10,C,F,N,20,-0.83,7.23,22.00,6591.00,3053.00,11.00,NIL,NIL
